control_number,donated,amount_donated,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
40867,0,0.0,77,55,0,2,2,17,0,0,2,0,0,0,6,796,309,58,15949,0,34,40,28,0,0,0,3,0.235,11.0,0.375,11.33,4,3,16,19,48,78.0,10,7.8,9.0,12.0,3.0,12.0,6,13,16,67,7.8,5
40891,0,0.0,65,77,0,3,2,36,0,0,5,0,0,0,9,933,283,81,13335,0,39,35,28,0,0,0,1,0.182,50.0,0.182,50.0,4,2,25,21,51,300.0,6,50.0,0.0,50.0,50.0,50.0,6,13,25,57,50.0,3
40918,0,0.0,137,84,0,3,2,40,0,1,4,1,2,0,5,891,375,89,12693,0,27,56,31,1,10,0,1,0.1,12.0,0.111,12.0,2,1,26,27,68,116.0,12,9.67,12.0,15.0,3.0,12.0,4,9,26,130,9.67,8
40919,1,10.0,137,79,0,0,2,28,1,2,1,0,0,22,9,772,312,84,12012,2,60,17,65,1,0,0,4,0.429,9.67,0.5,11.0,6,3,16,15,43,86.0,12,7.17,10.0,13.0,3.0,11.0,5,11,16,115,7.17,6
40921,0,0.0,29,64,0,0,1,24,1,1,2,0,1,0,9,1088,314,60,15625,0,31,25,50,0,0,0,1,0.25,15.0,0.25,10.0,2,1,18,7,16,30.0,2,15.0,10.0,20.0,10.0,20.0,4,11,18,29,15.0,1
40943,0,0.0,41,70,0,3,1,35,0,0,5,1,0,1,8,1372,646,93,25288,0,42,42,47,0,0,0,1,0.063,20.0,0.0,0.0,1,0,26,11,29,25.0,2,12.5,15.0,20.0,5.0,20.0,4,9,26,45,12.5,1
40956,1,25.0,17,73,0,3,2,37,1,0,2,0,2,0,8,876,278,86,13033,1,41,21,59,0,0,1,1,0.5,15.0,0.0,0.0,1,0,15,3,9,15.0,1,15.0,0.0,15.0,15.0,15.0,2,7,15,15,15.0,0
40968,1,17.0,53,59,0,3,2,40,1,0,5,0,1,0,5,961,297,88,12625,1,36,36,31,1,0,0,2,0.14300000000000002,16.67,0.2,17.5,3,2,17,18,45,82.0,6,13.67,10.0,20.0,10.0,20.0,6,13,17,51,13.67,5
40969,0,0.0,65,87,0,3,2,39,1,1,4,1,0,0,3,677,242,95,13521,0,63,9,75,1,1,5,3,0.4,6.38,0.3,5.67,8,3,16,19,48,76.0,15,5.07,5.0,8.0,3.0,8.0,5,13,16,57,5.07,8
40977,0,0.0,125,59,0,3,2,36,0,0,2,1,0,0,1,700,231,88,11476,0,34,15,52,1,0,0,1,0.063,25.0,0.0,0.0,1,0,18,27,62,103.0,9,11.44,20.0,25.0,5.0,25.0,6,13,18,122,11.44,5
40981,0,0.0,137,68,0,3,2,39,0,1,5,1,0,6,3,675,248,82,11125,0,22,17,49,1,0,0,1,0.105,20.0,0.125,20.0,2,1,21,29,62,78.0,8,9.75,17.0,20.0,3.0,20.0,6,12,21,129,9.75,6
41000,0,0.0,41,64,0,0,2,29,1,0,2,0,1,0,9,907,329,97,23827,0,59,9,81,0,0,0,1,0.136,20.33,0.182,15.5,3,2,26,15,38,91.0,5,18.2,20.0,30.0,10.0,30.0,5,13,26,41,18.2,4
41022,0,0.0,17,71,0,0,2,25,1,1,2,0,1,0,9,550,206,4,12876,0,14,20,29,0,0,2,1,0.2,15.0,0.5,15.0,1,1,16,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
41032,0,0.0,53,45,0,3,2,40,0,0,4,0,0,17,8,760,416,80,15185,2,23,24,0,0,0,0,3,0.28600000000000003,8.25,0.33299999999999996,8.5,4,2,17,13,33,38.0,5,7.6,5.0,10.0,5.0,10.0,5,11,17,52,7.6,3
41057,0,0.0,29,49,0,0,2,27,0,1,4,0,2,0,9,703,383,77,16434,4,33,38,27,0,0,4,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,23,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,23,23,20.0,1
41065,1,15.0,29,63,0,0,3,30,0,0,2,1,0,0,9,1569,673,94,25775,6,31,30,32,0,0,0,1,0.154,12.5,0.33299999999999996,12.5,2,2,17,9,20,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,17,29,12.5,2
41068,0,0.0,41,64,0,0,1,24,1,1,2,1,1,0,9,1365,618,93,19156,9,37,51,17,0,0,0,2,0.105,14.0,0.125,13.0,2,1,17,13,32,44.0,4,11.0,10.0,15.0,5.0,13.0,6,13,17,39,11.0,1
41072,0,0.0,41,37,0,0,1,24,0,1,7,0,0,3,9,1305,514,92,14852,3,35,56,24,1,0,0,1,0.15,15.0,0.3,15.0,3,3,16,15,35,67.0,5,13.4,10.0,20.0,10.0,15.0,6,14,16,41,13.4,4
41078,0,0.0,53,53,0,0,1,24,0,0,6,1,0,4,8,891,440,93,16195,4,30,50,18,0,0,0,1,0.071,15.0,0.0,0.0,1,0,18,11,32,31.0,3,10.33,10.0,15.0,5.0,15.0,4,10,18,52,10.33,1
41081,0,0.0,65,36,0,0,2,28,0,0,6,0,2,0,7,885,428,79,16345,6,33,31,33,0,0,0,1,0.091,20.0,0.182,20.0,2,2,21,20,53,90.0,6,15.0,15.0,20.0,5.0,20.0,6,13,21,64,15.0,3
41089,1,5.0,113,75,0,0,2,28,1,0,2,1,0,8,7,883,374,94,19246,6,33,31,33,1,1,5,2,0.2,9.67,0.0,0.0,3,0,19,24,64,170.0,24,7.08,8.0,11.0,3.0,11.0,4,10,19,110,7.08,10
41091,1,10.0,125,71,0,0,2,29,0,0,2,1,0,9,2,661,211,93,12774,2,46,16,73,1,1,5,2,0.158,9.0,0.125,10.0,3,1,18,28,68,101.0,14,7.21,5.0,10.0,5.0,10.0,6,15,18,120,7.21,10
41094,0,0.0,137,64,0,0,3,30,0,1,3,1,0,0,7,832,427,90,20004,0,27,22,30,1,1,5,3,0.158,7.33,0.125,10.0,3,1,16,31,80,212.0,18,11.78,20.0,25.0,5.0,10.0,5,14,16,123,11.78,10
41103,0,0.0,29,45,0,1,2,44,1,1,3,0,1,10,2,956,348,95,13177,0,51,27,22,1,0,0,4,0.41700000000000004,6.0,0.16699999999999998,5.0,5,1,17,10,23,35.0,6,5.83,5.0,10.0,5.0,5.0,6,13,17,27,5.83,1
41112,0,0.0,29,60,0,4,3,8,1,1,5,0,1,0,6,462,238,83,10659,1,33,21,32,0,0,4,3,0.25,15.0,0.25,15.0,2,1,16,8,20,45.0,3,15.0,0.0,15.0,15.0,15.0,5,13,16,23,15.0,1
41116,0,0.0,29,61,0,4,4,10,0,0,3,1,0,5,6,404,197,66,8532,0,30,51,21,0,0,0,1,0.125,15.0,0.0,0.0,2,0,16,11,26,30.0,2,15.0,10.0,20.0,10.0,20.0,5,12,16,32,15.0,0
41136,0,0.0,17,60,0,4,4,10,1,1,5,0,1,0,6,524,87,36,8135,0,29,23,50,0,0,2,1,0.16699999999999998,20.0,0.33299999999999996,20.0,1,1,20,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,1
41187,1,15.0,29,60,0,4,4,10,1,1,5,0,1,0,6,514,222,60,11184,0,15,0,25,0,0,0,1,0.182,15.0,0.33299999999999996,15.0,2,2,21,9,23,30.0,2,15.0,0.0,15.0,15.0,15.0,4,11,21,28,15.0,2
41191,0,0.0,137,84,0,2,1,13,1,2,5,1,1,0,9,1487,569,94,26972,0,41,27,39,1,5,0,1,0.091,27.5,0.091,25.0,2,1,24,34,87,704.0,40,17.6,45.0,50.0,5.0,25.0,5,12,24,126,17.6,19
41204,0,0.0,125,60,0,4,4,10,1,0,5,0,1,0,6,373,137,77,5413,0,13,21,21,1,0,0,3,0.263,7.0,0.222,7.0,5,2,16,24,60,92.0,12,7.67,5.0,10.0,5.0,7.0,4,11,16,124,7.67,6
41221,0,0.0,113,76,0,4,4,10,0,1,2,1,0,4,1,545,210,73,9839,0,35,15,46,1,0,0,1,0.125,15.0,0.25,15.0,1,1,17,12,31,67.0,8,8.38,12.0,15.0,3.0,15.0,2,7,17,113,8.38,4
41222,1,20.0,125,32,0,2,3,21,1,1,5,1,1,0,5,956,348,95,13177,0,30,30,44,0,0,0,1,0.091,20.0,0.091,20.0,2,1,18,29,63,103.0,9,11.44,15.0,20.0,5.0,20.0,6,13,18,125,11.44,6
41242,0,0.0,113,77,0,2,2,16,0,0,4,1,2,0,3,556,246,82,10272,0,45,33,25,1,12,0,1,0.053,15.0,0.0,0.0,1,0,19,27,74,226.0,23,9.83,12.0,15.0,3.0,15.0,6,16,19,104,9.83,7
41243,1,12.0,113,75,0,2,2,16,1,0,5,0,1,0,3,556,246,82,10272,0,45,33,25,1,0,0,2,0.1,11.0,0.0,0.0,2,0,20,26,64,108.0,11,9.82,10.0,15.0,5.0,12.0,6,13,20,102,9.82,6
41273,0,0.0,137,85,0,4,3,9,1,0,1,1,0,2,6,842,371,54,15842,0,54,49,51,1,0,0,1,0.083,10.0,0.0,0.0,1,0,26,26,68,290.0,29,10.0,19.0,20.0,1.0,10.0,4,9,26,126,10.0,12
41275,0,0.0,137,42,0,4,2,5,0,1,2,1,0,0,8,747,425,92,19011,0,39,21,54,1,0,0,4,0.2,5.0,0.111,5.0,4,1,19,30,70,61.0,19,3.21,3.0,5.0,2.0,5.0,6,13,19,113,3.21,7
41288,1,9.0,41,84,0,4,3,8,0,1,2,0,1,4,6,466,271,79,11148,0,25,60,11,1,1,5,4,0.563,5.11,0.6,4.83,9,6,17,13,27,55.0,11,5.0,4.0,6.0,2.0,6.0,4,7,17,41,5.0,7
41295,0,0.0,53,59,0,4,3,8,1,0,3,0,2,0,6,730,181,82,11441,0,42,38,36,0,0,0,3,0.125,9.0,0.33299999999999996,9.0,2,2,19,13,34,29.0,6,4.83,10.0,11.0,1.0,3.0,5,11,18,52,4.83,3
41297,0,0.0,77,58,0,4,3,9,0,1,4,1,0,1,5,577,157,34,10497,0,30,32,25,0,0,0,1,0.105,15.0,0.0,0.0,2,0,15,18,49,58.0,6,9.67,10.0,15.0,5.0,15.0,5,12,15,68,9.67,1
41312,1,23.0,137,67,0,4,3,9,0,0,4,1,0,29,5,577,157,34,10497,0,30,32,25,1,0,0,1,0.053,17.0,0.0,0.0,1,0,18,31,71,122.0,11,11.09,27.0,30.0,3.0,17.0,6,15,18,123,11.09,6
41318,0,0.0,17,54,0,0,2,25,1,0,3,1,0,11,9,550,206,4,12876,0,14,20,29,0,0,2,1,0.2,15.0,0.5,15.0,1,1,16,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
41322,0,0.0,29,79,0,0,3,33,0,1,6,1,2,0,9,1258,514,93,21262,0,43,8,64,0,0,0,3,0.214,8.67,0.33299999999999996,10.5,3,2,21,10,27,32.0,4,8.0,6.0,11.0,5.0,6.0,6,12,18,32,8.0,2
41325,1,12.0,41,34,0,2,2,16,1,0,5,0,1,0,9,803,290,90,14138,0,34,46,33,0,0,0,4,0.33299999999999996,6.2,0.16699999999999998,7.0,5,1,18,11,25,34.0,6,5.67,4.0,7.0,3.0,7.0,6,12,18,41,5.67,2
41332,0,0.0,113,64,0,0,2,25,1,0,2,0,1,0,1,550,206,4,12876,0,14,20,29,1,19,0,1,0.053,20.0,0.111,20.0,1,1,21,25,66,110.0,7,15.71,5.0,20.0,15.0,20.0,6,12,21,104,15.71,6
41347,0,0.0,41,57,0,2,2,17,1,2,5,0,1,0,9,609,315,57,13508,0,29,37,20,0,0,0,1,0.111,20.0,0.111,25.0,2,1,18,13,32,80.0,4,20.0,10.0,25.0,15.0,15.0,6,14,18,35,20.0,1
41357,0,0.0,89,38,0,2,3,21,0,1,4,0,2,0,4,528,283,87,9939,0,22,30,16,0,0,0,2,0.105,15.0,0.125,15.0,2,1,16,17,42,55.0,5,11.0,10.0,15.0,5.0,15.0,5,12,16,83,11.0,2
41376,0,0.0,29,56,0,2,2,16,1,0,5,0,1,0,9,597,253,50,12136,1,37,45,17,0,0,0,3,0.25,12.25,0.28600000000000003,12.0,4,2,17,11,28,49.0,4,12.25,5.0,15.0,10.0,14.0,6,13,17,32,12.25,2
41384,1,12.0,77,46,0,2,3,21,0,0,4,0,2,0,6,556,318,46,11779,0,35,31,28,1,1,5,4,0.23800000000000002,12.0,0.3,12.67,5,3,19,23,59,132.0,14,9.43,9.0,14.0,5.0,13.0,6,13,19,77,9.43,6
41396,0,0.0,89,62,0,2,3,21,0,0,4,1,0,20,3,607,267,66,9972,19,37,53,22,0,0,0,1,0.1,17.0,0.1,16.0,2,1,21,23,55,87.0,6,14.5,8.0,18.0,10.0,18.0,6,12,21,81,14.5,3
41434,1,5.0,137,50,0,4,4,10,0,1,5,0,0,5,2,782,435,87,14253,1,38,21,46,1,6,0,2,0.158,9.67,0.222,8.5,3,2,17,29,72,112.0,17,6.59,9.0,12.0,3.0,5.0,6,12,17,130,6.59,7
41445,1,35.0,41,45,0,2,1,12,0,1,7,0,2,0,9,1007,433,71,22698,1,26,49,16,0,0,0,1,0.063,20.0,0.0,0.0,1,0,26,10,24,35.0,2,17.5,5.0,20.0,15.0,20.0,4,9,26,35,17.5,0
41447,0,0.0,41,57,0,2,1,12,1,0,5,0,1,0,9,1365,232,7,16239,1,26,49,16,1,0,0,3,0.23800000000000002,6.8,0.2,7.0,5,2,19,15,36,49.0,8,6.13,5.0,10.0,5.0,10.0,6,12,19,44,6.13,3
41448,1,15.0,41,55,0,4,1,3,1,0,5,0,1,0,9,1503,396,55,25969,0,31,13,46,1,0,0,3,0.278,11.4,0.222,11.0,5,2,17,15,37,69.0,7,9.86,10.0,15.0,5.0,12.0,6,15,17,44,9.86,3
41463,0,0.0,17,43,0,2,3,21,0,0,4,0,2,0,9,325,281,61,7600,0,19,0,37,0,0,2,1,0.14300000000000002,20.0,0.0,0.0,1,0,20,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,0
41468,0,0.0,29,71,0,3,3,41,0,0,1,1,0,5,8,619,263,77,10392,0,54,52,29,1,0,0,3,0.294,8.0,0.5,7.5,5,4,22,12,28,40.0,5,8.0,5.0,10.0,5.0,10.0,6,12,22,32,8.0,4
41477,0,0.0,89,81,0,2,3,21,1,0,2,1,0,7,6,1430,509,95,23750,0,28,50,29,1,1,5,4,0.267,6.75,0.5,6.75,4,4,17,22,55,103.0,17,6.06,5.0,8.0,3.0,6.0,5,12,15,88,6.06,11
41480,0,0.0,113,62,0,2,3,21,0,0,4,1,0,6,2,453,232,75,8920,1,27,44,27,1,0,0,1,0.091,25.0,0.091,25.0,2,1,22,27,66,173.0,10,17.3,20.0,25.0,5.0,25.0,6,13,22,105,17.3,6
41482,1,5.0,125,72,0,0,3,30,0,0,1,1,0,4,9,513,210,70,9233,0,34,18,35,1,0,0,3,0.368,5.0,0.4,5.0,7,4,18,28,60,58.0,17,3.41,4.0,5.0,1.0,5.0,6,11,18,125,3.41,11
41488,0,0.0,29,42,0,2,1,15,0,0,4,0,0,1,9,1892,398,27,26588,0,21,40,7,0,0,0,1,0.154,13.0,0.16699999999999998,5.0,2,1,19,10,22,26.0,2,13.0,16.0,21.0,5.0,21.0,6,12,19,27,13.0,1
41494,0,0.0,17,49,0,2,1,11,1,1,4,0,0,22,9,1021,298,72,23726,1,37,11,54,0,0,2,2,0.2,25.0,0.5,25.0,1,1,16,6,15,35.0,2,17.5,15.0,25.0,10.0,10.0,5,13,15,16,17.5,1
41512,0,0.0,53,34,0,2,1,12,0,0,6,0,0,2,8,906,468,83,16834,0,25,57,6,0,0,0,3,0.091,20.0,0.182,20.0,2,2,19,19,50,141.0,8,17.63,15.0,25.0,10.0,20.0,6,14,19,52,17.63,4
41537,1,50.0,41,36,0,2,2,18,1,0,5,0,1,0,7,742,396,85,15356,0,35,41,21,1,0,0,4,0.33299999999999996,15.83,0.33299999999999996,16.67,6,3,17,15,37,100.0,7,14.29,15.0,20.0,5.0,15.0,6,13,17,44,14.29,3
41539,0,0.0,53,60,0,2,2,18,0,0,7,1,0,5,7,726,389,87,13655,0,27,55,12,1,10,0,1,0.15,13.33,0.273,13.33,3,3,21,18,42,87.0,7,12.43,15.0,20.0,5.0,15.0,6,12,21,53,12.43,6
41545,1,5.0,101,57,0,2,2,18,1,1,5,0,1,0,9,658,373,63,14942,1,25,37,17,1,1,5,3,0.25,6.5,0.28600000000000003,7.0,4,2,15,25,64,110.0,19,5.79,3.0,7.0,4.0,5.0,5,13,15,105,5.79,9
41569,1,18.0,65,72,0,4,1,3,0,0,5,1,0,7,9,1079,347,69,24541,0,11,76,0,0,0,0,1,0.14300000000000002,14.33,0.1,16.0,3,1,17,18,45,60.0,6,10.0,13.0,18.0,5.0,18.0,6,15,17,53,10.0,2
41575,0,0.0,113,86,0,4,1,2,1,2,5,1,1,0,9,738,262,70,15567,3,37,19,48,1,0,0,3,0.21100000000000002,10.0,0.111,10.0,4,1,17,26,64,110.0,11,10.0,0.0,10.0,10.0,10.0,6,14,17,105,10.0,5
41588,0,0.0,65,66,0,2,2,18,0,0,3,0,2,0,5,605,310,70,11829,1,25,37,17,1,11,0,1,0.15,13.33,0.1,5.0,3,1,18,21,51,80.0,8,10.0,15.0,20.0,5.0,20.0,6,15,18,64,10.0,4
41604,1,10.0,89,73,0,2,1,12,0,0,2,1,0,10,9,919,413,86,17653,0,37,46,18,1,1,5,3,0.25,10.67,0.33299999999999996,11.0,3,2,17,15,41,108.0,13,8.31,7.0,12.0,5.0,12.0,4,8,17,81,8.31,8
41614,0,0.0,113,36,0,2,2,17,0,1,5,0,2,0,5,609,315,57,13508,0,29,37,20,0,0,0,2,0.188,18.67,0.25,19.0,3,2,21,22,54,97.0,6,16.17,10.0,20.0,10.0,20.0,6,13,21,112,16.17,5
41639,0,0.0,41,78,0,5,5,28,0,0,2,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0.11800000000000001,9.0,0.28600000000000003,9.0,2,2,16,13,34,37.0,5,7.4,5.0,10.0,5.0,6.0,6,14,15,44,7.4,4
41643,0,0.0,17,33,0,2,3,21,1,1,1,0,2,0,9,1206,427,65,23496,0,0,0,0,0,0,2,1,0.2,20.0,0.0,0.0,1,0,18,5,12,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,18,18,20.0,0
41661,0,0.0,17,57,0,2,2,16,1,0,5,0,1,0,9,576,302,89,12695,0,39,35,39,0,0,4,2,0.28600000000000003,10.0,0.0,0.0,2,0,15,7,16,20.0,2,10.0,10.0,15.0,5.0,15.0,5,12,15,20,10.0,0
41666,1,5.0,29,52,0,2,1,13,0,0,7,1,0,1,9,1495,379,93,24550,2,40,34,45,0,0,0,3,0.263,11.4,0.444,11.25,5,4,22,13,30,57.0,5,11.4,3.0,13.0,10.0,11.0,6,12,22,32,11.4,4
41677,0,0.0,77,78,0,0,3,31,0,0,1,1,0,28,2,571,210,41,11711,3,32,27,45,1,1,5,3,0.182,6.5,0.273,7.0,4,3,15,23,54,80.0,17,4.71,8.0,10.0,2.0,5.0,6,13,15,75,4.71,11
41683,0,0.0,101,64,0,0,3,31,1,2,2,0,1,0,2,571,210,41,11711,3,32,27,45,1,0,0,1,0.067,25.0,0.14300000000000002,25.0,1,1,21,22,62,147.0,8,18.38,15.0,25.0,10.0,25.0,6,14,21,90,18.38,6
41691,0,0.0,137,50,0,2,2,16,0,0,4,1,0,0,3,593,223,73,12791,0,36,39,19,1,1,5,3,0.23800000000000002,9.4,0.091,9.0,5,1,15,33,76,126.0,23,5.48,8.0,10.0,2.0,9.0,6,13,15,124,5.48,11
41699,0,0.0,137,7,0,2,2,20,1,1,1,1,0,2,1,613,292,2,17412,0,47,24,48,1,1,5,3,0.19,13.0,0.2,16.0,4,2,18,32,79,205.0,17,12.06,22.0,25.0,3.0,10.0,6,14,18,127,12.06,12
41705,0,0.0,29,49,0,2,2,16,0,0,4,1,0,10,9,559,250,88,10940,0,43,43,26,0,0,4,1,0.1,25.0,0.25,25.0,1,1,24,7,17,25.0,1,25.0,0.0,25.0,25.0,25.0,4,9,24,24,25.0,1
41707,0,0.0,29,71,0,2,2,16,0,1,4,1,0,1,9,559,250,88,10940,0,43,43,26,0,0,0,1,0.158,20.0,0.111,20.0,3,1,26,12,28,60.0,3,20.0,0.0,20.0,20.0,20.0,5,11,26,32,20.0,1
41715,1,3.0,41,60,0,4,3,9,1,2,5,0,1,0,6,696,272,83,16474,2,34,31,55,1,0,0,4,0.368,3.57,0.222,3.0,7,2,18,15,35,33.0,10,3.3,3.0,5.0,2.0,5.0,6,12,18,45,3.3,4
41731,0,0.0,29,65,0,4,2,5,0,0,2,1,2,0,6,598,213,72,14274,0,37,5,61,0,0,4,4,0.4,10.0,0.4,10.0,4,2,18,9,22,40.0,4,10.0,10.0,15.0,5.0,10.0,6,13,18,24,10.0,2
41764,0,0.0,101,59,0,4,2,5,0,0,4,0,2,0,6,695,325,84,18525,0,39,35,31,1,0,0,1,0.105,9.5,0.125,10.0,2,1,23,21,57,103.0,13,7.92,10.0,13.0,3.0,10.0,2,5,23,101,7.92,6
41767,0,0.0,137,37,0,4,2,4,0,1,3,0,1,0,4,756,267,80,13739,0,46,16,68,0,0,0,1,0.059000000000000004,15.0,0.0,0.0,1,0,26,24,63,99.0,10,9.9,13.0,15.0,2.0,15.0,4,10,26,110,9.9,3
41783,0,0.0,29,35,0,0,1,23,1,0,3,0,2,0,9,1301,354,72,27059,0,42,17,51,1,0,0,4,0.313,7.2,0.5,7.25,5,4,17,12,29,45.0,6,7.5,5.0,10.0,5.0,9.0,6,12,17,33,7.5,5
41785,1,17.0,65,69,0,0,1,23,0,0,7,1,0,8,6,972,316,75,20831,0,38,12,62,1,1,5,3,0.278,14.8,0.3,13.0,5,3,16,20,46,112.0,10,11.2,15.0,20.0,5.0,20.0,5,15,16,56,11.2,7
41796,0,0.0,113,67,0,0,1,23,1,0,1,0,1,1,9,1518,485,87,28528,0,40,20,36,1,1,5,3,0.263,5.4,0.556,5.4,5,5,16,26,69,61.0,17,3.59,5.0,7.0,2.0,5.0,5,14,16,113,3.59,11
41806,0,0.0,17,60,0,4,3,8,1,2,2,0,1,0,6,622,236,71,12502,0,49,18,43,0,0,1,1,1.0,75.0,0.0,0.0,1,0,15,3,11,75.0,1,75.0,0.0,75.0,75.0,75.0,3,9,15,15,75.0,0
41815,0,0.0,41,74,0,4,4,10,0,1,2,1,0,7,6,496,167,46,12280,0,38,17,39,0,0,0,2,0.17600000000000002,14.0,0.0,0.0,3,0,20,14,27,52.0,4,13.0,5.0,15.0,10.0,15.0,6,12,20,38,13.0,1
41819,1,15.0,29,49,0,4,4,10,0,1,2,1,0,0,6,467,192,74,10376,0,36,32,34,0,0,0,1,0.16699999999999998,10.0,0.0,0.0,2,0,20,7,23,20.0,2,10.0,10.0,15.0,5.0,15.0,4,10,20,32,10.0,0
41834,0,0.0,137,7,0,0,2,29,1,1,2,0,1,0,5,593,228,68,16188,0,43,18,58,1,4,0,1,0.14300000000000002,10.0,0.3,10.0,3,3,26,32,80,236.0,35,6.74,7.0,10.0,3.0,10.0,4,9,26,129,6.74,21
41839,0,0.0,137,87,0,4,4,10,0,0,2,1,0,14,1,593,228,68,16188,0,54,0,73,1,1,5,4,0.353,6.83,0.444,6.25,6,4,22,28,68,140.0,22,6.36,5.0,10.0,5.0,10.0,4,9,18,126,6.36,12
41863,0,0.0,89,85,0,0,2,29,1,2,2,0,1,0,4,1114,288,89,23881,0,54,3,80,1,1,5,2,0.2,17.0,0.273,16.67,4,3,22,25,61,241.0,18,13.39,13.0,18.0,5.0,18.0,6,13,22,80,13.39,10
41899,1,10.0,89,60,0,4,3,8,1,1,5,0,1,0,3,618,223,78,13341,0,42,23,48,1,0,0,2,0.23800000000000002,10.0,0.273,10.0,5,3,24,24,57,102.0,13,7.85,5.0,10.0,5.0,10.0,6,11,24,88,7.85,7
41901,1,100.0,101,41,0,4,3,8,1,1,3,0,0,0,6,380,329,65,12349,0,40,23,35,0,0,0,3,0.21100000000000002,26.5,0.111,20.0,4,1,15,25,66,238.0,9,26.44,12.0,32.0,20.0,26.0,6,16,15,91,26.44,4
41905,1,15.0,113,60,0,4,4,10,1,0,5,0,1,0,6,469,133,49,10321,0,45,31,63,1,1,5,3,0.158,6.67,0.222,6.0,3,2,20,28,73,132.0,20,6.6,5.0,10.0,5.0,6.0,6,13,18,111,6.6,10
41913,0,0.0,137,75,0,4,4,10,1,0,5,1,1,0,4,0,0,0,0,1,43,32,33,1,1,5,3,0.316,4.67,0.4,3.5,6,4,16,28,74,115.0,25,4.6,6.0,9.0,3.0,9.0,5,15,16,116,4.6,14
41920,1,15.0,17,55,0,4,4,10,0,1,7,0,0,0,6,467,192,74,10376,0,36,32,34,0,0,2,1,0.16699999999999998,15.0,0.0,0.0,1,0,20,5,15,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,20,20,15.0,0
41921,0,0.0,17,69,0,4,2,5,0,0,3,0,2,0,6,608,297,80,12581,0,29,27,53,0,0,4,2,0.33299999999999996,25.0,0.33299999999999996,25.0,2,1,17,7,18,50.0,2,25.0,0.0,25.0,25.0,25.0,6,13,17,20,25.0,1
41922,0,0.0,17,60,0,4,2,5,1,2,5,0,1,0,6,598,213,72,14274,0,37,5,61,0,0,4,2,0.28600000000000003,55.0,0.33299999999999996,60.0,2,1,16,7,20,110.0,2,55.0,10.0,60.0,50.0,60.0,6,14,16,20,55.0,1
41931,0,0.0,41,80,0,3,2,38,0,0,4,0,0,1,6,731,365,73,15020,1,33,33,24,1,1,5,4,0.28600000000000003,10.17,0.455,10.2,6,5,17,17,44,97.0,10,9.7,7.0,12.0,5.0,12.0,6,15,17,44,9.7,7
41932,0,0.0,53,85,0,4,2,5,1,0,1,1,1,0,6,637,312,92,13463,2,47,30,53,1,1,5,4,0.47100000000000003,5.25,0.5,5.0,8,5,18,18,41,55.0,11,5.0,4.0,7.0,3.0,7.0,6,14,18,52,5.0,7
41936,1,13.0,89,60,0,4,2,5,1,2,5,1,1,0,6,1103,471,92,25037,2,47,30,53,1,0,0,3,0.33299999999999996,13.2,0.429,13.33,5,3,18,13,37,130.0,9,14.44,10.0,20.0,10.0,15.0,4,10,18,79,14.44,5
41943,0,0.0,113,48,0,4,2,5,0,1,2,0,2,0,6,587,276,82,15623,0,45,9,66,1,1,5,3,0.273,9.67,0.273,9.67,6,3,16,30,75,174.0,25,6.96,6.0,11.0,5.0,11.0,6,14,16,113,6.96,15
41944,0,0.0,125,60,0,4,3,8,0,0,4,1,1,0,5,1609,420,88,19086,0,49,9,57,1,1,5,4,0.474,9.22,0.545,9.67,9,6,17,30,73,313.0,43,7.28,14.0,18.0,4.0,5.0,5,12,17,119,7.28,22
41953,0,0.0,17,60,0,4,3,9,1,1,3,1,1,0,6,1792,302,44,26511,0,0,0,0,0,0,4,2,0.33299999999999996,20.0,0.0,0.0,2,0,15,6,18,40.0,2,20.0,0.0,20.0,20.0,20.0,5,13,15,20,20.0,0
41966,0,0.0,125,64,0,0,2,26,0,1,1,1,2,0,9,0,344,55,5826,0,7,0,70,1,0,0,1,0.053,20.0,0.0,0.0,1,0,22,27,67,100.0,9,11.11,18.0,20.0,2.0,20.0,6,12,22,116,11.11,5
